asset,series,kind,n,mean_prob,corr_absret,spearman_absret,corr_rv,corr_rv21,spearman_rv21
BTC,filt_wf,walk-forward W=500,2674,0.47071300119540777,0.013957259560786682,0.029513843474119176,0.004752028527335295,-0.04488309608807633,0.051175681994048546
BTC,pred_wf,walk-forward W=500,2674,0.47306859822684255,-0.05718440168419847,-0.03464957695965697,-0.060875185478536306,-0.09820684441510119,-0.04383719658670639
BTC,insample,full-sample fit,2674,0.5661737387729094,0.6984102435064609,0.9125223364436557,0.1510900803548439,0.038888970801538796,0.10825571359119383
ETH,filt_wf,walk-forward W=500,2674,0.5274871832577533,-0.034145106616926116,-0.026099804532150613,-0.02440638479247525,-0.1310861172247451,-0.060572564679428384
ETH,pred_wf,walk-forward W=500,2674,0.5291820154920319,-0.05971601959112337,-0.05358679983446429,-0.06211844234274125,-0.17700923780679778,-0.09672675652433123
ETH,insample,full-sample fit,2674,0.47335948006721235,0.5547379589916261,0.8170350262979644,0.05123793203538361,0.015373628447137164,0.13640761110616384
