date,asset,lag,feature,importance
2022-06-29,BTC,10,return,0.0006821950276692708
2022-06-29,BTC,10,squared return,-5.022684733072918e-05
2022-06-29,BTC,10,squared down-return,4.442532857259114e-05
2022-06-29,BTC,11,return,0.00033442179361979174
2022-06-29,BTC,11,squared return,-6.119410196940105e-06
2022-06-29,BTC,11,squared down-return,-9.377797444661459e-06
2022-06-29,BTC,12,return,0.001165946324666341
2022-06-29,BTC,12,squared return,0.00012572606404622397
2022-06-29,BTC,12,squared down-return,5.284945170084635e-05
2022-06-29,BTC,13,return,-0.0001242955525716146
2022-06-29,BTC,13,squared return,1.2159347534179688e-05
2022-06-29,BTC,13,squared down-return,3.759066263834636e-05
2022-06-29,BTC,14,return,-0.0011182626088460288
2022-06-29,BTC,14,squared return,0.0001163482666015625
2022-06-29,BTC,14,squared down-return,2.4716059366861984e-05
2022-06-29,BTC,15,return,-4.363059997558594e-05
2022-06-29,BTC,15,squared return,-5.086263020833334e-06
2022-06-29,BTC,15,squared down-return,2.201398213704427e-05
2022-06-29,BTC,16,return,-0.0006031195322672526
2022-06-29,BTC,16,squared return,1.9947687784830727e-05
2022-06-29,BTC,16,squared down-return,-7.94728597005208e-07
2022-06-29,BTC,17,return,0.0005676746368408203
2022-06-29,BTC,17,squared return,-7.152557373046875e-07
2022-06-29,BTC,17,squared down-return,1.2874603271484373e-05
2022-06-29,BTC,18,return,-0.00015870730082194012
2022-06-29,BTC,18,squared return,-4.132588704427084e-06
2022-06-29,BTC,18,squared down-return,-1.7484029134114585e-06
2022-06-29,BTC,19,return,-0.00010768572489420572
2022-06-29,BTC,19,squared return,-1.796086629231771e-05
2022-06-29,BTC,19,squared down-return,-8.742014567057291e-07
2022-06-29,BTC,20,return,4.2835871378580734e-05
2022-06-29,BTC,20,squared return,-2.702077229817708e-06
2022-06-29,BTC,20,squared down-return,9.5367431640625e-07
2022-08-28,BTC,1,return,0.002574920654296875
2022-08-28,BTC,1,squared return,-8.106231689453125e-05
2022-08-28,BTC,1,squared down-return,-1.4225641886393232e-05
2022-08-28,BTC,2,return,0.006815512975056966
2022-08-28,BTC,2,squared return,9.934107462565105e-05
2022-08-28,BTC,2,squared down-return,0.00012914339701334637
2022-08-28,BTC,3,return,0.0031617482503255205
2022-08-28,BTC,3,squared return,-0.0001709461212158203
2022-08-28,BTC,3,squared down-return,-0.00013868014017740887
2022-08-28,BTC,4,return,0.0020485719045003257
2022-08-28,BTC,4,squared return,0.00022355715433756512
2022-08-28,BTC,4,squared down-return,-9.5367431640625e-05
2022-08-28,BTC,5,return,0.0050543149312337245
2022-08-28,BTC,5,squared return,-7.152557373046875e-05
2022-08-28,BTC,5,squared down-return,0.00010569890340169272
2022-08-28,BTC,6,return,0.0034233729044596353
2022-08-28,BTC,6,squared return,-6.67572021484375e-05
2022-08-28,BTC,6,squared down-return,3.687540690104167e-05
2022-08-28,BTC,7,return,0.0024226506551106772
2022-08-28,BTC,7,squared return,0.00012509028116861978
2022-08-28,BTC,7,squared down-return,0.00011062622070312501
2022-08-28,BTC,8,return,0.0016643206278483071
2022-08-28,BTC,8,squared return,-3.5762786865234375e-05
2022-08-28,BTC,8,squared down-return,0.00011221567789713541
2022-08-28,BTC,9,return,-0.0010787645975748699
2022-08-28,BTC,9,squared return,0.00012175242106119792
2022-08-28,BTC,9,squared down-return,5.11010487874349e-05
2022-08-28,BTC,10,return,0.0010710557301839194
2022-08-28,BTC,10,squared return,-7.645289103190105e-05
2022-08-28,BTC,10,squared down-return,1.4543533325195314e-05
2022-08-28,BTC,11,return,0.001624027887980143
2022-08-28,BTC,11,squared return,-5.404154459635421e-06
2022-08-28,BTC,11,squared down-return,5.269050598144531e-05
2022-08-28,BTC,12,return,0.00206605593363444
2022-08-28,BTC,12,squared return,5.888938903808594e-05
2022-08-28,BTC,12,squared down-return,8.082389831542969e-05
2022-08-28,BTC,13,return,3.918011983235675e-05
2022-08-28,BTC,13,squared return,2.5510787963867188e-05
2022-08-28,BTC,13,squared down-return,-7.319450378417969e-05
2022-08-28,BTC,14,return,-0.0002077420552571614
2022-08-28,BTC,14,squared return,9.799003601074219e-05
2022-08-28,BTC,14,squared down-return,2.9881795247395832e-05
2022-08-28,BTC,15,return,-0.00020106633504231772
2022-08-28,BTC,15,squared return,-2.1696090698242188e-05
2022-08-28,BTC,15,squared down-return,-8.424123128255209e-06
2022-08-28,BTC,16,return,0.00017460187276204428
2022-08-28,BTC,16,squared return,-1.7484029134114582e-05
2022-08-28,BTC,16,squared down-return,5.642573038736979e-06
2022-08-28,BTC,17,return,-0.0001316070556640625
2022-08-28,BTC,17,squared return,4.76837158203125e-07
2022-08-28,BTC,17,squared down-return,-3.019968668619791e-06
2022-08-28,BTC,18,return,0.0003261566162109375
2022-08-28,BTC,18,squared return,8.106231689453125e-06
2022-08-28,BTC,18,squared down-return,1.899401346842448e-05
2022-08-28,BTC,19,return,8.742014567057201e-07
2022-08-28,BTC,19,squared return,3.647804260253906e-05
2022-08-28,BTC,19,squared down-return,8.980433146158854e-06
2022-08-28,BTC,20,return,0.00027473767598470056
2022-08-28,BTC,20,squared return,2.376238505045573e-05
2022-08-28,BTC,20,squared down-return,4.784266153971354e-05
2022-10-27,BTC,1,return,0.002576192220052083
2022-10-27,BTC,1,squared return,2.6941299438476562e-05
2022-10-27,BTC,1,squared down-return,-8.471806844075522e-05
2022-10-27,BTC,2,return,0.00012286504109700524
2022-10-27,BTC,2,squared return,-5.0067901611328125e-06
2022-10-27,BTC,2,squared down-return,-2.4875005086263023e-05
2022-10-27,BTC,3,return,0.0018115838368733725
2022-10-27,BTC,3,squared return,5.944569905598958e-05
2022-10-27,BTC,3,squared down-return,9.361902872721353e-05
2022-10-27,BTC,4,return,-0.0007576942443847656
2022-10-27,BTC,4,squared return,0.00011714299519856772
2022-10-27,BTC,4,squared down-return,-2.6702880859375003e-05
2022-10-27,BTC,5,return,0.0020026365915934243
2022-10-27,BTC,5,squared return,2.384185791015625e-06
2022-10-27,BTC,5,squared down-return,-9.695688883463543e-06
2022-10-27,BTC,6,return,-0.0008742809295654296
2022-10-27,BTC,6,squared return,8.821487426757812e-06
2022-10-27,BTC,6,squared down-return,-4.8160552978515625e-05
2022-10-27,BTC,7,return,-3.3060709635416664e-05
2022-10-27,BTC,7,squared return,2.7179718017578125e-05
2022-10-27,BTC,7,squared down-return,6.930033365885417e-05
2022-10-27,BTC,8,return,-2.638498942057288e-05
2022-10-27,BTC,8,squared return,-2.5272369384765625e-05
2022-10-27,BTC,8,squared down-return,4.140535990397135e-05
2022-10-27,BTC,9,return,-0.0005204677581787109
2022-10-27,BTC,9,squared return,1.6927719116210938e-05
2022-10-27,BTC,9,squared down-return,-4.410743713378906e-05
2022-10-27,BTC,10,return,-0.0002661546071370443
2022-10-27,BTC,10,squared return,2.145767211914063e-06
2022-10-27,BTC,10,squared down-return,2.0662943522135418e-05
2022-10-27,BTC,11,return,-0.00010069211324055989
2022-10-27,BTC,11,squared return,1.5894571940104166e-07
2022-10-27,BTC,11,squared down-return,-3.337860107421875e-06
2022-10-27,BTC,12,return,0.000874042510986328
2022-10-27,BTC,12,squared return,-5.014737447102864e-05
2022-10-27,BTC,12,squared down-return,1.3987223307291668e-05
2022-10-27,BTC,13,return,-0.0008304119110107422
2022-10-27,BTC,13,squared return,1.7484029134114576e-06
2022-10-27,BTC,13,squared down-return,1.1920928955078123e-05
2022-10-27,BTC,14,return,-0.00023746490478515625
2022-10-27,BTC,14,squared return,4.251797993977865e-05
2022-10-27,BTC,14,squared down-return,1.3669331868489586e-05
2022-10-27,BTC,15,return,7.335344950358073e-05
2022-10-27,BTC,15,squared return,1.5894571940104167e-06
2022-10-27,BTC,15,squared down-return,4.291534423828126e-06
2022-10-27,BTC,16,return,0.0001236597696940104
2022-10-27,BTC,16,squared return,-1.4623006184895832e-05
2022-10-27,BTC,16,squared down-return,-1.4066696166992188e-05
2022-10-27,BTC,17,return,0.0002071857452392578
2022-10-27,BTC,17,squared return,-6.119410196940104e-06
2022-10-27,BTC,17,squared down-return,-2.2252400716145835e-06
2022-10-27,BTC,18,return,0.00015433629353841144
2022-10-27,BTC,18,squared return,5.563100179036459e-06
2022-10-27,BTC,18,squared down-return,4.450480143229166e-06
2022-10-27,BTC,19,return,-5.2134195963541664e-05
2022-10-27,BTC,19,squared return,-1.804033915201823e-05
2022-10-27,BTC,19,squared down-return,-1.6132990519205727e-05
2022-10-27,BTC,20,return,-0.00020813941955566406
2022-10-27,BTC,20,squared return,-1.1841456095377604e-05
2022-10-27,BTC,20,squared down-return,-4.291534423828125e-06
2022-12-26,BTC,1,return,0.008034070332845051
2022-12-26,BTC,1,squared return,0.00030271212259928387
2022-12-26,BTC,1,squared down-return,0.0003826618194580078
2022-12-26,BTC,2,return,0.005144198735555013
2022-12-26,BTC,2,squared return,-2.2649765014648438e-05
2022-12-26,BTC,2,squared down-return,9.934107462565105e-05
2022-12-26,BTC,3,return,0.0014946460723876955
2022-12-26,BTC,3,squared return,-6.620089213053386e-05
2022-12-26,BTC,3,squared down-return,0.0001503626505533854
2022-12-26,BTC,4,return,-0.0012722015380859375
2022-12-26,BTC,4,squared return,0.0001667340596516927
2022-12-26,BTC,4,squared down-return,-0.0003294150034586588
2022-12-26,BTC,5,return,-0.0013211568196614583
2022-12-26,BTC,5,squared return,-0.00019248326619466144
2022-12-26,BTC,5,squared down-return,-0.00012596448262532553
2022-12-26,BTC,6,return,6.357828776041663e-05
2022-12-26,BTC,6,squared return,-0.0001219908396402995
2022-12-26,BTC,6,squared down-return,-1.5099843343098947e-06
2022-12-26,BTC,7,return,0.002369403839111328
2022-12-26,BTC,7,squared return,-8.201599121093751e-05
2022-12-26,BTC,7,squared down-return,7.152557373046875e-06
2022-12-26,BTC,8,return,-8.948644002278644e-05
2022-12-26,BTC,8,squared return,-0.00015878677368164062
2022-12-26,BTC,8,squared down-return,-2.9166539510091145e-05
2022-12-26,BTC,9,return,-0.0017215410868326821
2022-12-26,BTC,9,squared return,-1.7245610555013026e-05
2022-12-26,BTC,9,squared down-return,-0.00010077158610026041
2022-12-26,BTC,10,return,0.001656929651896159
2022-12-26,BTC,10,squared return,4.9114227294921875e-05
2022-12-26,BTC,10,squared down-return,-7.247924804687499e-05
2022-12-26,BTC,11,return,5.125999450683594e-05
2022-12-26,BTC,11,squared return,0.00012556711832682293
2022-12-26,BTC,11,squared down-return,0.00017150243123372394
2022-12-26,BTC,12,return,0.002652247746785482
2022-12-26,BTC,12,squared return,0.00016442934672037762
2022-12-26,BTC,12,squared down-return,0.0002044836680094401
2022-12-26,BTC,13,return,0.0006761550903320312
2022-12-26,BTC,13,squared return,0.00011984507242838543
2022-12-26,BTC,13,squared down-return,6.596247355143228e-05
2022-12-26,BTC,14,return,-0.0009566942850748699
2022-12-26,BTC,14,squared return,-0.00020853678385416668
2022-12-26,BTC,14,squared down-return,-0.00023436546325683594
2022-12-26,BTC,15,return,0.0022283395131429034
2022-12-26,BTC,15,squared return,-1.621246337890625e-05
2022-12-26,BTC,15,squared down-return,2.1060307820638023e-05
2022-12-26,BTC,16,return,0.001586755116780599
2022-12-26,BTC,16,squared return,0.00029540061950683594
2022-12-26,BTC,16,squared down-return,0.0003153483072916667
2022-12-26,BTC,17,return,-0.002495288848876953
2022-12-26,BTC,17,squared return,-1.136461893717448e-05
2022-12-26,BTC,17,squared down-return,-9.187062581380209e-05
2022-12-26,BTC,18,return,0.003509680430094401
2022-12-26,BTC,18,squared return,0.00022069613138834635
2022-12-26,BTC,18,squared down-return,-2.0424524943033845e-05
2022-12-26,BTC,19,return,0.004407962163289389
2022-12-26,BTC,19,squared return,0.0005469322204589844
2022-12-26,BTC,19,squared down-return,0.00028077761332194007
2022-12-26,BTC,20,return,0.0036983489990234375
2022-12-26,BTC,20,squared return,0.0002911090850830078
2022-12-26,BTC,20,squared down-return,0.0001674493153889974
2023-02-24,BTC,1,return,0.006656010945638021
2023-02-24,BTC,1,squared return,0.00041015942891438806
2023-02-24,BTC,1,squared down-return,0.000274499257405599
2023-02-24,BTC,2,return,0.0062843163808186855
2023-02-24,BTC,2,squared return,-0.0003002484639485677
2023-02-24,BTC,2,squared down-return,-7.549921671549477e-06
2023-02-24,BTC,3,return,0.003939231236775716
2023-02-24,BTC,3,squared return,-0.00017412503560384113
2023-02-24,BTC,3,squared down-return,0.0002018610636393229
2023-02-24,BTC,4,return,0.00205842653910319
2023-02-24,BTC,4,squared return,0.0004893143971761068
2023-02-24,BTC,4,squared down-return,4.919370015462239e-05
2023-02-24,BTC,5,return,0.0039424896240234375
2023-02-24,BTC,5,squared return,-7.049242655436198e-05
2023-02-24,BTC,5,squared down-return,-2.5828679402669273e-05
2023-02-24,BTC,6,return,0.0006173451741536457
2023-02-24,BTC,6,squared return,-0.0002295970916748047
2023-02-24,BTC,6,squared down-return,-9.886423746744793e-05
2023-02-24,BTC,7,return,0.0014509359995524087
2023-02-24,BTC,7,squared return,8.0108642578125e-05
2023-02-24,BTC,7,squared down-return,2.2093454996744796e-05
2023-02-24,BTC,8,return,0.0008729298909505208
2023-02-24,BTC,8,squared return,1.9709269205729168e-05
2023-02-24,BTC,8,squared down-return,-0.00011150042215983072
2023-02-24,BTC,9,return,-0.00046547253926595056
2023-02-24,BTC,9,squared return,6.97771708170573e-05
2023-02-24,BTC,9,squared down-return,4.537900288899739e-05
2023-02-24,BTC,10,return,-0.0003667672475179037
2023-02-24,BTC,10,squared return,-1.6212463378906247e-05
2023-02-24,BTC,10,squared down-return,-6.794929504394531e-05
2023-02-24,BTC,11,return,-0.0005854765574137369
2023-02-24,BTC,11,squared return,1.1046727498372395e-05
2023-02-24,BTC,11,squared down-return,3.830591837565104e-05
2023-02-24,BTC,12,return,0.0009517669677734377
2023-02-24,BTC,12,squared return,1.629193623860677e-05
2023-02-24,BTC,12,squared down-return,3.639856974283854e-05
2023-02-24,BTC,13,return,0.00046722094217936194
2023-02-24,BTC,13,squared return,2.4239222208658855e-05
2023-02-24,BTC,13,squared down-return,5.4200490315755204e-05
2023-02-24,BTC,14,return,0.003100474675496419
2023-02-24,BTC,14,squared return,-0.00018898646036783853
2023-02-24,BTC,14,squared down-return,-3.96569569905599e-05
2023-02-24,BTC,15,return,0.00046730041503906255
2023-02-24,BTC,15,squared return,4.6412150065104164e-05
2023-02-24,BTC,15,squared down-return,8.122126261393228e-05
2023-02-24,BTC,16,return,-5.602836608886716e-05
2023-02-24,BTC,16,squared return,8.916854858398439e-05
2023-02-24,BTC,16,squared down-return,9.123484293619792e-05
2023-02-24,BTC,17,return,-2.447764078776038e-05
2023-02-24,BTC,17,squared return,0.0
2023-02-24,BTC,17,squared down-return,1.0649363199869793e-05
2023-02-24,BTC,18,return,-0.00045649210611979163
2023-02-24,BTC,18,squared return,6.111462910970052e-05
2023-02-24,BTC,18,squared down-return,1.5179316202799477e-05
2023-02-24,BTC,19,return,0.00020766258239746094
2023-02-24,BTC,19,squared return,7.891654968261719e-05
2023-02-24,BTC,19,squared down-return,5.626678466796875e-05
2023-02-24,BTC,20,return,0.00016331672668457034
2023-02-24,BTC,20,squared return,1.5497207641601562e-05
2023-02-24,BTC,20,squared down-return,1.2238820393880209e-05
2023-04-25,BTC,1,return,0.008971373240152996
2023-04-25,BTC,1,squared return,0.0007297197977701824
2023-04-25,BTC,1,squared down-return,0.0006763935089111328
2023-04-25,BTC,2,return,0.007112820943196615
2023-04-25,BTC,2,squared return,8.233388264973958e-05
2023-04-25,BTC,2,squared down-return,0.0001663366953531901
2023-04-25,BTC,3,return,0.0041045347849528
2023-04-25,BTC,3,squared return,-9.862581888834635e-05
2023-04-25,BTC,3,squared down-return,0.0003135999043782552
2023-04-25,BTC,4,return,-0.0028994083404541016
2023-04-25,BTC,4,squared return,0.0003666083017985026
2023-04-25,BTC,4,squared down-return,-2.5828679402669273e-05
2023-04-25,BTC,5,return,0.0017916361490885417
2023-04-25,BTC,5,squared return,8.05060068766276e-05
2023-04-25,BTC,5,squared down-return,-0.0002004305521647136
2023-04-25,BTC,6,return,0.0028984546661376957
2023-04-25,BTC,6,squared return,2.686182657877604e-05
2023-04-25,BTC,6,squared down-return,1.3907750447591141e-05
2023-04-25,BTC,7,return,0.0038556257883707685
2023-04-25,BTC,7,squared return,-0.0001018842061360677
2023-04-25,BTC,7,squared down-return,-9.338061014811197e-05
2023-04-25,BTC,8,return,0.0010749499003092449
2023-04-25,BTC,8,squared return,-5.467732747395834e-05
2023-04-25,BTC,8,squared down-return,-4.879633585611979e-05
2023-04-25,BTC,9,return,0.0006044705708821614
2023-04-25,BTC,9,squared return,0.00018286705017089844
2023-04-25,BTC,9,squared down-return,-8.861223856608072e-05
2023-04-25,BTC,10,return,-0.00014313062032063795
2023-04-25,BTC,10,squared return,3.4809112548828125e-05
2023-04-25,BTC,10,squared down-return,3.695487976074219e-05
2023-04-25,BTC,11,return,-0.002269903818766276
2023-04-25,BTC,11,squared return,2.018610636393229e-05
2023-04-25,BTC,11,squared down-return,-0.00010975201924641927
2023-04-25,BTC,12,return,0.0023082097371419272
2023-04-25,BTC,12,squared return,2.2411346435546875e-05
2023-04-25,BTC,12,squared down-return,5.745887756347656e-05
2023-04-25,BTC,13,return,-0.0009864171346028645
2023-04-25,BTC,13,squared return,6.310145060221353e-05
2023-04-25,BTC,13,squared down-return,-0.00010887781778971353
2023-04-25,BTC,14,return,0.0015882651011149087
2023-04-25,BTC,14,squared return,0.0002251466115315755
2023-04-25,BTC,14,squared down-return,0.00010522206624348959
2023-04-25,BTC,15,return,0.0011640389760335288
2023-04-25,BTC,15,squared return,-8.098284403483073e-05
2023-04-25,BTC,15,squared down-return,-0.0001919269561767578
2023-04-25,BTC,16,return,0.0030403931935628252
2023-04-25,BTC,16,squared return,-0.000127712885538737
2023-04-25,BTC,16,squared down-return,-8.988380432128906e-05
2023-04-25,BTC,17,return,0.0017275810241699217
2023-04-25,BTC,17,squared return,-4.0531158447265625e-06
2023-04-25,BTC,17,squared down-return,-3.655751546223958e-06
2023-04-25,BTC,18,return,0.002405563990275065
2023-04-25,BTC,18,squared return,-5.4438908894856766e-05
2023-04-25,BTC,18,squared down-return,3.266334533691406e-05
2023-04-25,BTC,19,return,0.00011356671651204428
2023-04-25,BTC,19,squared return,-0.00018095970153808594
2023-04-25,BTC,19,squared down-return,-5.563100179036458e-07
2023-04-25,BTC,20,return,-0.0003699461619059245
2023-04-25,BTC,20,squared return,-0.00010498364766438802
2023-04-25,BTC,20,squared down-return,2.0742416381835938e-05
2023-06-24,BTC,1,return,0.0011432965596516929
2023-06-24,BTC,1,squared return,0.00011555353800455728
2023-06-24,BTC,1,squared down-return,0.00014098485310872394
2023-06-24,BTC,2,return,0.0010538101196289062
2023-06-24,BTC,2,squared return,1.7960866292317707e-05
2023-06-24,BTC,2,squared down-return,4.212061564127604e-05
2023-06-24,BTC,3,return,0.0006247361501057943
2023-06-24,BTC,3,squared return,3.09149424235026e-05
2023-06-24,BTC,3,squared down-return,5.499521891276041e-05
2023-06-24,BTC,4,return,-0.0002997716267903646
2023-06-24,BTC,4,squared return,3.3458073933919266e-05
2023-06-24,BTC,4,squared down-return,-4.76837158203125e-07
2023-06-24,BTC,5,return,0.00017317136128743488
2023-06-24,BTC,5,squared return,8.58306884765625e-06
2023-06-24,BTC,5,squared down-return,8.58306884765625e-06
2023-06-24,BTC,6,return,2.686182657877604e-05
2023-06-24,BTC,6,squared return,3.973642985026041e-07
2023-06-24,BTC,6,squared down-return,4.132588704427083e-06
2023-06-24,BTC,7,return,6.357828776041665e-07
2023-06-24,BTC,7,squared return,3.9736429850260413e-07
2023-06-24,BTC,7,squared down-return,-2.6469779601696886e-23
2023-06-24,BTC,8,return,6.9141387939453125e-06
2023-06-24,BTC,8,squared return,-2.384185791015625e-07
2023-06-24,BTC,8,squared down-return,3.178914388020833e-07
2023-06-24,BTC,9,return,2.622604370117187e-06
2023-06-24,BTC,9,squared return,-7.947285970052084e-07
2023-06-24,BTC,9,squared down-return,-7.947285970052087e-08
2023-06-24,BTC,10,return,-1.4146169026692709e-05
2023-06-24,BTC,10,squared return,-1.2715657552083335e-06
2023-06-24,BTC,10,squared down-return,-7.152557373046875e-07
2023-06-24,BTC,11,return,6.039937337239583e-06
2023-06-24,BTC,11,squared return,2.384185791015625e-07
2023-06-24,BTC,11,squared down-return,7.947285970052083e-08
2023-06-24,BTC,12,return,-1.700719197591146e-05
2023-06-24,BTC,12,squared return,-2.384185791015625e-07
2023-06-24,BTC,12,squared down-return,-7.947285970052083e-07
2023-06-24,BTC,13,return,2.5431315104166665e-06
2023-06-24,BTC,13,squared return,3.178914388020833e-07
2023-06-24,BTC,13,squared down-return,1.5894571940104166e-07
2023-06-24,BTC,14,return,4.291534423828125e-06
2023-06-24,BTC,14,squared return,7.947285970052087e-08
2023-06-24,BTC,14,squared down-return,-2.384185791015625e-07
2023-06-24,BTC,15,return,6.357828776041666e-07
2023-06-24,BTC,15,squared return,7.947285970052083e-08
2023-06-24,BTC,15,squared down-return,0.0
2023-06-24,BTC,16,return,7.947285970052083e-08
2023-06-24,BTC,16,squared return,0.0
2023-06-24,BTC,16,squared down-return,0.0
2023-06-24,BTC,17,return,7.947285970052083e-08
2023-06-24,BTC,17,squared return,0.0
2023-06-24,BTC,17,squared down-return,0.0
2023-06-24,BTC,18,return,2.384185791015625e-07
2023-06-24,BTC,18,squared return,0.0
2023-06-24,BTC,18,squared down-return,0.0
2023-06-24,BTC,19,return,3.178914388020833e-07
2023-06-24,BTC,19,squared return,0.0
2023-06-24,BTC,19,squared down-return,7.947285970052083e-08
2023-06-24,BTC,20,return,-2.384185791015625e-07
2023-06-24,BTC,20,squared return,0.0
2023-06-24,BTC,20,squared down-return,7.947285970052083e-08
2023-08-23,BTC,1,return,0.0038695335388183594
2023-08-23,BTC,1,squared return,0.0007081826527913412
2023-08-23,BTC,1,squared down-return,0.00044449170430501306
2023-08-23,BTC,2,return,0.005115588506062825
2023-08-23,BTC,2,squared return,0.0002059141794840495
2023-08-23,BTC,2,squared down-return,0.0002548694610595703
2023-08-23,BTC,3,return,0.005807161331176758
2023-08-23,BTC,3,squared return,0.00020011266072591144
2023-08-23,BTC,3,squared down-return,0.00022816658020019534
2023-08-23,BTC,4,return,-0.002429326375325521
2023-08-23,BTC,4,squared return,0.00028316179911295575
2023-08-23,BTC,4,squared down-return,1.5656153361002605e-05
2023-08-23,BTC,5,return,-0.0013887087504069011
2023-08-23,BTC,5,squared return,0.00012111663818359375
2023-08-23,BTC,5,squared down-return,2.304712931315102e-06
2023-08-23,BTC,6,return,0.0013155937194824219
2023-08-23,BTC,6,squared return,0.00020424524943033853
2023-08-23,BTC,6,squared down-return,-2.3365020751953125e-05
2023-08-23,BTC,7,return,0.0021104812622070312
2023-08-23,BTC,7,squared return,0.00014869372049967447
2023-08-23,BTC,7,squared down-return,0.0001006921132405599
2023-08-23,BTC,8,return,-0.0005737940470377605
2023-08-23,BTC,8,squared return,-2.4398167928059898e-05
2023-08-23,BTC,8,squared down-return,5.594889322916667e-05
2023-08-23,BTC,9,return,6.69161478678385e-05
2023-08-23,BTC,9,squared return,9.353955586751302e-05
2023-08-23,BTC,9,squared down-return,4.275639851888021e-05
2023-08-23,BTC,10,return,0.0035863717397054034
2023-08-23,BTC,10,squared return,-5.189577738444011e-05
2023-08-23,BTC,10,squared down-return,4.220008850097656e-05
2023-08-23,BTC,11,return,-0.0008887449900309244
2023-08-23,BTC,11,squared return,-5.761782328287761e-05
2023-08-23,BTC,11,squared down-return,-2.9246012369791668e-05
2023-08-23,BTC,12,return,0.0025993982950846353
2023-08-23,BTC,12,squared return,6.047884623209635e-05
2023-08-23,BTC,12,squared down-return,-0.0002606709798177083
2023-08-23,BTC,13,return,0.0013789335886637368
2023-08-23,BTC,13,squared return,-5.9604644775390625e-05
2023-08-23,BTC,13,squared down-return,3.536542256673177e-05
2023-08-23,BTC,14,return,-0.0006094773610432943
2023-08-23,BTC,14,squared return,0.00012191136678059897
2023-08-23,BTC,14,squared down-return,3.2504399617513016e-05
2023-08-23,BTC,15,return,-0.0005347728729248047
2023-08-23,BTC,15,squared return,2.6941299438476562e-05
2023-08-23,BTC,15,squared down-return,1.2874603271484375e-05
2023-08-23,BTC,16,return,1.3271967569986997e-05
2023-08-23,BTC,16,squared return,-8.344650268554688e-06
2023-08-23,BTC,16,squared down-return,7.788340250651043e-06
2023-08-23,BTC,17,return,1.7484029134114403e-06
2023-08-23,BTC,17,squared return,-4.649162292480469e-05
2023-08-23,BTC,17,squared down-return,-2.781550089518229e-05
2023-08-23,BTC,18,return,0.0008496443430582683
2023-08-23,BTC,18,squared return,-2.566973368326823e-05
2023-08-23,BTC,18,squared down-return,-2.813339233398437e-05
2023-08-23,BTC,19,return,0.0005714893341064453
2023-08-23,BTC,19,squared return,-7.224082946777344e-05
2023-08-23,BTC,19,squared down-return,-4.927317301432291e-06
2023-08-23,BTC,20,return,0.0002559820810953776
2023-08-23,BTC,20,squared return,-8.050600687662761e-05
2023-08-23,BTC,20,squared down-return,-2.2411346435546875e-05
2023-10-22,BTC,1,return,0.0015799204508463542
2023-10-22,BTC,1,squared return,0.0003399848937988281
2023-10-22,BTC,1,squared down-return,0.00029349327087402344
2023-10-22,BTC,2,return,0.0011898676554361978
2023-10-22,BTC,2,squared return,4.8478444417317704e-05
2023-10-22,BTC,2,squared down-return,5.181630452473958e-05
2023-10-22,BTC,3,return,4.792213439941407e-05
2023-10-22,BTC,3,squared return,-9.059906005859373e-06
2023-10-22,BTC,3,squared down-return,3.0199686686197915e-06
2023-10-22,BTC,4,return,-0.00020813941955566404
2023-10-22,BTC,4,squared return,1.3430913289388021e-05
2023-10-22,BTC,4,squared down-return,-1.5894571940104166e-07
2023-10-22,BTC,5,return,-7.01745351155599e-05
2023-10-22,BTC,5,squared return,9.536743164062499e-07
2023-10-22,BTC,5,squared down-return,-1.430511474609375e-06
2023-10-22,BTC,6,return,-6.278355916341146e-06
2023-10-22,BTC,6,squared return,2.384185791015625e-07
2023-10-22,BTC,6,squared down-return,0.0
2023-10-22,BTC,7,return,1.231829325358073e-05
2023-10-22,BTC,7,squared return,-2.384185791015625e-07
2023-10-22,BTC,7,squared down-return,1.5894571940104166e-07
2023-10-22,BTC,8,return,-1.5894571940104168e-07
2023-10-22,BTC,8,squared return,0.0
2023-10-22,BTC,8,squared down-return,1.5894571940104166e-07
2023-10-22,BTC,9,return,4.132588704427083e-06
2023-10-22,BTC,9,squared return,0.0
2023-10-22,BTC,9,squared down-return,3.973642985026042e-07
2023-10-22,BTC,10,return,-3.6557515462239585e-06
2023-10-22,BTC,10,squared return,7.947285970052083e-08
2023-10-22,BTC,10,squared down-return,-7.947285970052083e-08
2023-10-22,BTC,11,return,1.9073486328125e-06
2023-10-22,BTC,11,squared return,-1.5894571940104166e-07
2023-10-22,BTC,11,squared down-return,0.0
2023-10-22,BTC,12,return,7.947285970052087e-08
2023-10-22,BTC,12,squared return,7.947285970052083e-08
2023-10-22,BTC,12,squared down-return,0.0
2023-10-22,BTC,13,return,-1.5894571940104166e-07
2023-10-22,BTC,13,squared return,0.0
2023-10-22,BTC,13,squared down-return,0.0
2023-10-22,BTC,14,return,0.0
2023-10-22,BTC,14,squared return,0.0
2023-10-22,BTC,14,squared down-return,0.0
2023-10-22,BTC,15,return,2.384185791015625e-07
2023-10-22,BTC,15,squared return,0.0
2023-10-22,BTC,15,squared down-return,0.0
2023-10-22,BTC,16,return,-2.384185791015625e-07
2023-10-22,BTC,16,squared return,0.0
2023-10-22,BTC,16,squared down-return,0.0
2023-10-22,BTC,17,return,0.0
2023-10-22,BTC,17,squared return,0.0
2023-10-22,BTC,17,squared down-return,0.0
2023-10-22,BTC,18,return,0.0
