date,asset,alpha,level,model
2023-03-02,BTC,0.025,0.020812499999999998,GARCH-t+ACI
2023-03-04,BTC,0.01,0.006939999999999714,GARCH-t+ACI
2023-03-07,BTC,0.025,0.020968749999999998,GARCH-t+ACI
2023-03-09,BTC,0.01,0.006964999999999713,GARCH-t+ACI
2023-03-12,BTC,0.025,0.019874999999999997,GARCH-t+ACI
2023-03-14,BTC,0.01,0.006989999999999712,GARCH-t+ACI
2023-03-17,BTC,0.025,0.020031249999999997,GARCH-t+ACI
2023-03-19,BTC,0.01,0.007014999999999711,GARCH-t+ACI
2023-03-22,BTC,0.025,0.020187499999999997,GARCH-t+ACI
2023-03-24,BTC,0.01,0.00703999999999971,GARCH-t+ACI
2023-03-27,BTC,0.025,0.020343749999999997,GARCH-t+ACI
2023-03-29,BTC,0.01,0.007064999999999709,GARCH-t+ACI
2023-04-01,BTC,0.025,0.020499999999999997,GARCH-t+ACI
2023-04-03,BTC,0.01,0.007089999999999708,GARCH-t+ACI
2023-04-06,BTC,0.025,0.020656249999999998,GARCH-t+ACI
2023-04-08,BTC,0.01,0.007114999999999707,GARCH-t+ACI
2023-04-11,BTC,0.025,0.020812499999999998,GARCH-t+ACI
2023-04-13,BTC,0.01,0.007139999999999706,GARCH-t+ACI
2023-04-16,BTC,0.025,0.020968749999999998,GARCH-t+ACI
2023-04-18,BTC,0.01,0.007164999999999705,GARCH-t+ACI
2023-04-21,BTC,0.025,0.021124999999999998,GARCH-t+ACI
2023-04-23,BTC,0.01,0.007189999999999704,GARCH-t+ACI
2023-04-26,BTC,0.025,0.021281249999999998,GARCH-t+ACI
2023-04-28,BTC,0.01,0.0072149999999997026,GARCH-t+ACI
2023-05-01,BTC,0.025,0.021437499999999998,GARCH-t+ACI
2023-05-03,BTC,0.01,0.0072399999999997015,GARCH-t+ACI
2023-05-06,BTC,0.025,0.02159375,GARCH-t+ACI
2023-05-08,BTC,0.01,0.0072649999999997005,GARCH-t+ACI
2023-05-11,BTC,0.025,0.02175,GARCH-t+ACI
2023-05-13,BTC,0.01,0.0072899999999996995,GARCH-t+ACI
2023-05-16,BTC,0.025,0.02190625,GARCH-t+ACI
2023-05-18,BTC,0.01,0.0073149999999996985,GARCH-t+ACI
2023-05-21,BTC,0.025,0.0220625,GARCH-t+ACI
2023-05-23,BTC,0.01,0.0073399999999996975,GARCH-t+ACI
2023-05-26,BTC,0.025,0.02221875,GARCH-t+ACI
2023-05-28,BTC,0.01,0.0073649999999996964,GARCH-t+ACI
2023-05-31,BTC,0.025,0.022375,GARCH-t+ACI
2023-06-02,BTC,0.01,0.007389999999999695,GARCH-t+ACI
2023-06-05,BTC,0.025,0.021281249999999998,GARCH-t+ACI
2023-06-07,BTC,0.01,0.007414999999999694,GARCH-t+ACI
2023-06-10,BTC,0.025,0.021437499999999998,GARCH-t+ACI
2023-06-12,BTC,0.01,0.007439999999999693,GARCH-t+ACI
2023-06-15,BTC,0.025,0.02159375,GARCH-t+ACI
2023-06-17,BTC,0.01,0.007464999999999692,GARCH-t+ACI
2023-06-20,BTC,0.025,0.02175,GARCH-t+ACI
2023-06-22,BTC,0.01,0.007489999999999691,GARCH-t+ACI
2023-06-25,BTC,0.025,0.02190625,GARCH-t+ACI
2023-06-27,BTC,0.01,0.00751499999999969,GARCH-t+ACI
2023-06-30,BTC,0.025,0.0220625,GARCH-t+ACI
2023-07-02,BTC,0.01,0.007539999999999689,GARCH-t+ACI
2023-07-05,BTC,0.025,0.02221875,GARCH-t+ACI
2023-07-07,BTC,0.01,0.007564999999999688,GARCH-t+ACI
2023-07-10,BTC,0.025,0.022375,GARCH-t+ACI
2023-07-12,BTC,0.01,0.007589999999999687,GARCH-t+ACI
2023-07-15,BTC,0.025,0.02253125,GARCH-t+ACI
2023-07-17,BTC,0.01,0.007614999999999686,GARCH-t+ACI
2023-07-20,BTC,0.025,0.0226875,GARCH-t+ACI
2023-07-22,BTC,0.01,0.007639999999999685,GARCH-t+ACI
2023-07-25,BTC,0.025,0.02284375,GARCH-t+ACI
2023-07-27,BTC,0.01,0.007664999999999684,GARCH-t+ACI
2023-07-30,BTC,0.025,0.023,GARCH-t+ACI
2023-08-01,BTC,0.01,0.007689999999999683,GARCH-t+ACI
2023-08-04,BTC,0.025,0.02315625,GARCH-t+ACI
2023-08-06,BTC,0.01,0.007714999999999682,GARCH-t+ACI
2023-08-09,BTC,0.025,0.0233125,GARCH-t+ACI
2023-08-11,BTC,0.01,0.007739999999999681,GARCH-t+ACI
2023-08-14,BTC,0.025,0.02346875,GARCH-t+ACI
2023-08-16,BTC,0.01,0.00776499999999968,GARCH-t+ACI
2023-08-19,BTC,0.025,0.022375,GARCH-t+ACI
2023-08-21,BTC,0.01,0.0072899999999996795,GARCH-t+ACI
2023-08-24,BTC,0.025,0.02253125,GARCH-t+ACI
2023-08-26,BTC,0.01,0.0073149999999996785,GARCH-t+ACI
2023-08-29,BTC,0.025,0.0226875,GARCH-t+ACI
2023-08-31,BTC,0.01,0.0073399999999996775,GARCH-t+ACI
2023-09-03,BTC,0.025,0.02284375,GARCH-t+ACI
2023-09-05,BTC,0.01,0.0073649999999996765,GARCH-t+ACI
2023-09-08,BTC,0.025,0.023,GARCH-t+ACI
2023-09-10,BTC,0.01,0.0073899999999996755,GARCH-t+ACI
2023-09-13,BTC,0.025,0.02315625,GARCH-t+ACI
2023-09-15,BTC,0.01,0.0074149999999996745,GARCH-t+ACI
2023-09-18,BTC,0.025,0.0233125,GARCH-t+ACI
2023-09-20,BTC,0.01,0.0074399999999996734,GARCH-t+ACI
2023-09-23,BTC,0.025,0.02346875,GARCH-t+ACI
2023-09-25,BTC,0.01,0.007464999999999672,GARCH-t+ACI
2023-09-28,BTC,0.025,0.023625,GARCH-t+ACI
2023-09-30,BTC,0.01,0.007489999999999671,GARCH-t+ACI
2023-10-03,BTC,0.025,0.02378125,GARCH-t+ACI
2023-10-05,BTC,0.01,0.00751499999999967,GARCH-t+ACI
2023-10-08,BTC,0.025,0.0239375,GARCH-t+ACI
2023-10-10,BTC,0.01,0.007539999999999669,GARCH-t+ACI
2023-10-13,BTC,0.025,0.02409375,GARCH-t+ACI
2023-10-15,BTC,0.01,0.007564999999999668,GARCH-t+ACI
2023-10-18,BTC,0.025,0.02425,GARCH-t+ACI
2023-10-20,BTC,0.01,0.007589999999999667,GARCH-t+ACI
2023-10-23,BTC,0.025,0.02440625,GARCH-t+ACI
2023-10-25,BTC,0.01,0.007614999999999666,GARCH-t+ACI
2023-10-28,BTC,0.025,0.0245625,GARCH-t+ACI
2023-10-30,BTC,0.01,0.007639999999999665,GARCH-t+ACI
2023-11-02,BTC,0.025,0.02471875,GARCH-t+ACI
2023-11-04,BTC,0.01,0.007664999999999664,GARCH-t+ACI
2023-11-07,BTC,0.025,0.024875,GARCH-t+ACI
2023-11-09,BTC,0.01,0.007689999999999663,GARCH-t+ACI
2023-11-12,BTC,0.025,0.02503125,GARCH-t+ACI
2023-11-14,BTC,0.01,0.007714999999999662,GARCH-t+ACI
2023-11-17,BTC,0.025,0.0251875,GARCH-t+ACI
2023-11-19,BTC,0.01,0.007739999999999661,GARCH-t+ACI
2023-11-22,BTC,0.025,0.02534375,GARCH-t+ACI
2023-11-24,BTC,0.01,0.00776499999999966,GARCH-t+ACI
2023-11-27,BTC,0.025,0.025500000000000002,GARCH-t+ACI
2023-11-29,BTC,0.01,0.007789999999999659,GARCH-t+ACI
2023-12-02,BTC,0.025,0.025656250000000002,GARCH-t+ACI
2023-12-04,BTC,0.01,0.007814999999999659,GARCH-t+ACI
2023-12-07,BTC,0.025,0.025812500000000002,GARCH-t+ACI
2023-12-09,BTC,0.01,0.007839999999999658,GARCH-t+ACI
2023-12-12,BTC,0.025,0.02471875,GARCH-t+ACI
2023-12-14,BTC,0.01,0.007864999999999657,GARCH-t+ACI
2023-12-17,BTC,0.025,0.024875,GARCH-t+ACI
2023-12-19,BTC,0.01,0.007889999999999656,GARCH-t+ACI
2023-12-22,BTC,0.025,0.02503125,GARCH-t+ACI
2023-12-24,BTC,0.01,0.007914999999999655,GARCH-t+ACI
2023-12-27,BTC,0.025,0.0251875,GARCH-t+ACI
2023-12-29,BTC,0.01,0.007939999999999654,GARCH-t+ACI
2024-01-01,BTC,0.025,0.02534375,GARCH-t+ACI
2024-01-03,BTC,0.01,0.007964999999999653,GARCH-t+ACI
2024-01-06,BTC,0.025,0.025500000000000002,GARCH-t+ACI
2024-01-08,BTC,0.01,0.007989999999999652,GARCH-t+ACI
2024-01-11,BTC,0.025,0.025656250000000002,GARCH-t+ACI
2024-01-13,BTC,0.01,0.007514999999999651,GARCH-t+ACI
2024-01-16,BTC,0.025,0.0245625,GARCH-t+ACI
2024-01-18,BTC,0.01,0.00753999999999965,GARCH-t+ACI
2024-01-21,BTC,0.025,0.02471875,GARCH-t+ACI
2024-01-23,BTC,0.01,0.007564999999999649,GARCH-t+ACI
2024-01-26,BTC,0.025,0.023625,GARCH-t+ACI
2024-01-28,BTC,0.01,0.007589999999999648,GARCH-t+ACI
2024-01-31,BTC,0.025,0.02378125,GARCH-t+ACI
2024-02-02,BTC,0.01,0.007614999999999647,GARCH-t+ACI
2024-02-05,BTC,0.025,0.0239375,GARCH-t+ACI
2024-02-07,BTC,0.01,0.007639999999999646,GARCH-t+ACI
2024-02-10,BTC,0.025,0.02409375,GARCH-t+ACI
2024-02-12,BTC,0.01,0.007664999999999645,GARCH-t+ACI
2024-02-15,BTC,0.025,0.02425,GARCH-t+ACI
2024-02-17,BTC,0.01,0.007689999999999644,GARCH-t+ACI
2024-02-20,BTC,0.025,0.02440625,GARCH-t+ACI
2024-02-22,BTC,0.01,0.007714999999999643,GARCH-t+ACI
2024-02-25,BTC,0.025,0.0245625,GARCH-t+ACI
2024-02-27,BTC,0.01,0.007739999999999642,GARCH-t+ACI
2024-03-01,BTC,0.025,0.02471875,GARCH-t+ACI
2024-03-03,BTC,0.01,0.007764999999999641,GARCH-t+ACI
2024-03-06,BTC,0.025,0.024875,GARCH-t+ACI
2024-03-08,BTC,0.01,0.00778999999999964,GARCH-t+ACI
2024-03-11,BTC,0.025,0.02503125,GARCH-t+ACI
2024-03-13,BTC,0.01,0.00781499999999964,GARCH-t+ACI
2024-03-16,BTC,0.025,0.0239375,GARCH-t+ACI
2024-03-18,BTC,0.01,0.007839999999999639,GARCH-t+ACI
2024-03-21,BTC,0.025,0.02284375,GARCH-t+ACI
2024-03-23,BTC,0.01,0.007364999999999638,GARCH-t+ACI
2024-03-26,BTC,0.025,0.023,GARCH-t+ACI
2024-03-28,BTC,0.01,0.007389999999999637,GARCH-t+ACI
2024-03-31,BTC,0.025,0.02315625,GARCH-t+ACI
2024-04-02,BTC,0.01,0.007414999999999636,GARCH-t+ACI
2024-04-05,BTC,0.025,0.0220625,GARCH-t+ACI
2024-04-07,BTC,0.01,0.007439999999999635,GARCH-t+ACI
2024-04-10,BTC,0.025,0.02221875,GARCH-t+ACI
2024-04-12,BTC,0.01,0.007464999999999634,GARCH-t+ACI
2024-04-15,BTC,0.025,0.022375,GARCH-t+ACI
2024-04-17,BTC,0.01,0.007489999999999633,GARCH-t+ACI
2024-04-20,BTC,0.025,0.02253125,GARCH-t+ACI
2024-04-22,BTC,0.01,0.007514999999999632,GARCH-t+ACI
2024-04-25,BTC,0.025,0.0226875,GARCH-t+ACI
2024-04-27,BTC,0.01,0.007539999999999631,GARCH-t+ACI
2024-04-30,BTC,0.025,0.02159375,GARCH-t+ACI
2024-05-02,BTC,0.01,0.00756499999999963,GARCH-t+ACI
2024-05-05,BTC,0.025,0.02175,GARCH-t+ACI
2024-05-07,BTC,0.01,0.007589999999999629,GARCH-t+ACI
2024-05-10,BTC,0.025,0.02190625,GARCH-t+ACI
2024-05-12,BTC,0.01,0.007614999999999628,GARCH-t+ACI
2024-05-15,BTC,0.025,0.0220625,GARCH-t+ACI
2024-05-17,BTC,0.01,0.007639999999999627,GARCH-t+ACI
2024-05-20,BTC,0.025,0.02221875,GARCH-t+ACI
2024-05-22,BTC,0.01,0.007664999999999626,GARCH-t+ACI
2024-05-25,BTC,0.025,0.022375,GARCH-t+ACI
2024-05-27,BTC,0.01,0.007689999999999625,GARCH-t+ACI
2024-05-30,BTC,0.025,0.02253125,GARCH-t+ACI
2024-06-01,BTC,0.01,0.007714999999999624,GARCH-t+ACI
2024-06-04,BTC,0.025,0.0226875,GARCH-t+ACI
2024-06-06,BTC,0.01,0.007739999999999623,GARCH-t+ACI
2024-06-09,BTC,0.025,0.02284375,GARCH-t+ACI
2024-06-11,BTC,0.01,0.007764999999999622,GARCH-t+ACI
2024-06-14,BTC,0.025,0.023,GARCH-t+ACI
2024-06-16,BTC,0.01,0.007789999999999621,GARCH-t+ACI
2024-06-19,BTC,0.025,0.02315625,GARCH-t+ACI
2024-06-21,BTC,0.01,0.00781499999999962,GARCH-t+ACI
2024-06-24,BTC,0.025,0.0220625,GARCH-t+ACI
2024-06-26,BTC,0.01,0.00783999999999962,GARCH-t+ACI
2024-06-29,BTC,0.025,0.02221875,GARCH-t+ACI
2024-07-01,BTC,0.01,0.007864999999999619,GARCH-t+ACI
2024-07-04,BTC,0.025,0.021124999999999998,GARCH-t+ACI
2024-07-06,BTC,0.01,0.007889999999999618,GARCH-t+ACI
2024-07-09,BTC,0.025,0.021281249999999998,GARCH-t+ACI
2024-07-11,BTC,0.01,0.007914999999999617,GARCH-t+ACI
2024-07-14,BTC,0.025,0.021437499999999998,GARCH-t+ACI
2024-07-16,BTC,0.01,0.007939999999999616,GARCH-t+ACI
2024-07-19,BTC,0.025,0.02159375,GARCH-t+ACI
2024-07-21,BTC,0.01,0.007964999999999615,GARCH-t+ACI
2024-07-24,BTC,0.025,0.02175,GARCH-t+ACI
2024-07-26,BTC,0.01,0.007989999999999614,GARCH-t+ACI
2024-07-29,BTC,0.025,0.02190625,GARCH-t+ACI
2024-07-31,BTC,0.01,0.008014999999999613,GARCH-t+ACI
2024-08-03,BTC,0.025,0.020812499999999998,GARCH-t+ACI
2024-08-05,BTC,0.01,0.008039999999999612,GARCH-t+ACI
2024-08-08,BTC,0.025,0.019718749999999997,GARCH-t+ACI
2024-08-10,BTC,0.01,0.00806499999999961,GARCH-t+ACI
2024-08-13,BTC,0.025,0.019874999999999997,GARCH-t+ACI
2024-08-15,BTC,0.01,0.00808999999999961,GARCH-t+ACI
2024-08-18,BTC,0.025,0.020031249999999997,GARCH-t+ACI
2024-08-20,BTC,0.01,0.008114999999999609,GARCH-t+ACI
2024-08-23,BTC,0.025,0.020187499999999997,GARCH-t+ACI
2024-08-25,BTC,0.01,0.008139999999999608,GARCH-t+ACI
2024-08-28,BTC,0.025,0.020343749999999997,GARCH-t+ACI
2024-08-30,BTC,0.01,0.008164999999999607,GARCH-t+ACI
2024-09-02,BTC,0.025,0.020499999999999997,GARCH-t+ACI
2024-09-04,BTC,0.01,0.008189999999999606,GARCH-t+ACI
2024-09-07,BTC,0.025,0.020656249999999998,GARCH-t+ACI
2024-09-09,BTC,0.01,0.008214999999999605,GARCH-t+ACI
2024-09-12,BTC,0.025,0.020812499999999998,GARCH-t+ACI
2024-09-14,BTC,0.01,0.008239999999999604,GARCH-t+ACI
2024-09-17,BTC,0.025,0.020968749999999998,GARCH-t+ACI
2024-09-19,BTC,0.01,0.008264999999999603,GARCH-t+ACI
2024-09-22,BTC,0.025,0.021124999999999998,GARCH-t+ACI
2024-09-24,BTC,0.01,0.008289999999999602,GARCH-t+ACI
2024-09-27,BTC,0.025,0.021281249999999998,GARCH-t+ACI
2024-09-29,BTC,0.01,0.0083149999999996,GARCH-t+ACI
2024-10-02,BTC,0.025,0.021437499999999998,GARCH-t+ACI
2024-10-04,BTC,0.01,0.0083399999999996,GARCH-t+ACI
2024-10-07,BTC,0.025,0.02159375,GARCH-t+ACI
2024-10-09,BTC,0.01,0.008364999999999598,GARCH-t+ACI
2024-10-12,BTC,0.025,0.02175,GARCH-t+ACI
2024-10-14,BTC,0.01,0.008389999999999597,GARCH-t+ACI
2024-10-17,BTC,0.025,0.02190625,GARCH-t+ACI
2024-10-19,BTC,0.01,0.008414999999999596,GARCH-t+ACI
2024-10-22,BTC,0.025,0.0220625,GARCH-t+ACI
2024-10-24,BTC,0.01,0.008439999999999595,GARCH-t+ACI
2024-10-27,BTC,0.025,0.02221875,GARCH-t+ACI
2024-10-29,BTC,0.01,0.008464999999999594,GARCH-t+ACI
2024-11-01,BTC,0.025,0.022375,GARCH-t+ACI
2024-11-03,BTC,0.01,0.008489999999999593,GARCH-t+ACI
2024-11-06,BTC,0.025,0.02253125,GARCH-t+ACI
2024-11-08,BTC,0.01,0.008514999999999592,GARCH-t+ACI
2024-11-11,BTC,0.025,0.0226875,GARCH-t+ACI
2024-11-13,BTC,0.01,0.008539999999999591,GARCH-t+ACI
2024-11-16,BTC,0.025,0.02284375,GARCH-t+ACI
2024-11-18,BTC,0.01,0.00856499999999959,GARCH-t+ACI
2024-11-21,BTC,0.025,0.023,GARCH-t+ACI
2024-11-23,BTC,0.01,0.00858999999999959,GARCH-t+ACI
2024-11-26,BTC,0.025,0.02315625,GARCH-t+ACI
2024-11-28,BTC,0.01,0.008614999999999588,GARCH-t+ACI
2024-12-01,BTC,0.025,0.0233125,GARCH-t+ACI
2024-12-03,BTC,0.01,0.008639999999999587,GARCH-t+ACI
2024-12-06,BTC,0.025,0.02346875,GARCH-t+ACI
2024-12-08,BTC,0.01,0.008664999999999586,GARCH-t+ACI
2024-12-11,BTC,0.025,0.023625,GARCH-t+ACI
2024-12-13,BTC,0.01,0.008689999999999585,GARCH-t+ACI
2024-12-16,BTC,0.025,0.02378125,GARCH-t+ACI
2024-12-18,BTC,0.01,0.008714999999999584,GARCH-t+ACI
2024-12-21,BTC,0.025,0.0239375,GARCH-t+ACI
2024-12-23,BTC,0.01,0.008739999999999583,GARCH-t+ACI
2024-12-26,BTC,0.025,0.02409375,GARCH-t+ACI
2024-12-28,BTC,0.01,0.008764999999999582,GARCH-t+ACI
2024-12-31,BTC,0.025,0.02425,GARCH-t+ACI
2025-01-02,BTC,0.01,0.008789999999999581,GARCH-t+ACI
2025-01-05,BTC,0.025,0.02440625,GARCH-t+ACI
2025-01-07,BTC,0.01,0.00881499999999958,GARCH-t+ACI
2025-01-10,BTC,0.025,0.0245625,GARCH-t+ACI
2025-01-12,BTC,0.01,0.008839999999999579,GARCH-t+ACI
2025-01-15,BTC,0.025,0.02471875,GARCH-t+ACI
2025-01-17,BTC,0.01,0.008864999999999578,GARCH-t+ACI
2025-01-20,BTC,0.025,0.024875,GARCH-t+ACI
2025-01-22,BTC,0.01,0.008889999999999577,GARCH-t+ACI
2025-01-25,BTC,0.025,0.02503125,GARCH-t+ACI
2025-01-27,BTC,0.01,0.008914999999999576,GARCH-t+ACI
2025-01-30,BTC,0.025,0.0251875,GARCH-t+ACI
2025-02-01,BTC,0.01,0.008939999999999575,GARCH-t+ACI
2025-02-04,BTC,0.025,0.02534375,GARCH-t+ACI
2025-02-06,BTC,0.01,0.008964999999999574,GARCH-t+ACI
2025-02-09,BTC,0.025,0.025500000000000002,GARCH-t+ACI
2025-02-11,BTC,0.01,0.008989999999999573,GARCH-t+ACI
2025-02-14,BTC,0.025,0.025656250000000002,GARCH-t+ACI
2025-02-16,BTC,0.01,0.009014999999999572,GARCH-t+ACI
2025-02-19,BTC,0.025,0.025812500000000002,GARCH-t+ACI
2025-02-21,BTC,0.01,0.009039999999999571,GARCH-t+ACI
2025-02-24,BTC,0.025,0.025968750000000002,GARCH-t+ACI
2025-02-26,BTC,0.01,0.00906499999999957,GARCH-t+ACI
2025-03-01,BTC,0.025,0.024875,GARCH-t+ACI
2025-03-03,BTC,0.01,0.009089999999999569,GARCH-t+ACI
2025-03-06,BTC,0.025,0.02378125,GARCH-t+ACI
2025-03-08,BTC,0.01,0.009114999999999568,GARCH-t+ACI
2025-03-11,BTC,0.025,0.0226875,GARCH-t+ACI
2025-03-13,BTC,0.01,0.009139999999999567,GARCH-t+ACI
2025-03-16,BTC,0.025,0.02284375,GARCH-t+ACI
2025-03-18,BTC,0.01,0.009164999999999566,GARCH-t+ACI
2025-03-21,BTC,0.025,0.023,GARCH-t+ACI
2025-03-23,BTC,0.01,0.009189999999999565,GARCH-t+ACI
2025-03-26,BTC,0.025,0.02315625,GARCH-t+ACI
2025-03-28,BTC,0.01,0.009214999999999564,GARCH-t+ACI
2025-03-31,BTC,0.025,0.0233125,GARCH-t+ACI
2025-04-02,BTC,0.01,0.009239999999999563,GARCH-t+ACI
2025-04-05,BTC,0.025,0.02346875,GARCH-t+ACI
2025-04-07,BTC,0.01,0.009264999999999562,GARCH-t+ACI
2025-04-10,BTC,0.025,0.022375,GARCH-t+ACI
2025-04-12,BTC,0.01,0.00928999999999956,GARCH-t+ACI
2025-04-15,BTC,0.025,0.02253125,GARCH-t+ACI
2025-04-17,BTC,0.01,0.00931499999999956,GARCH-t+ACI
2025-04-20,BTC,0.025,0.0226875,GARCH-t+ACI
2025-04-22,BTC,0.01,0.009339999999999559,GARCH-t+ACI
2025-04-25,BTC,0.025,0.02284375,GARCH-t+ACI
2025-04-27,BTC,0.01,0.009364999999999558,GARCH-t+ACI
2025-04-30,BTC,0.025,0.023,GARCH-t+ACI
2025-05-02,BTC,0.01,0.009389999999999557,GARCH-t+ACI
2025-05-05,BTC,0.025,0.02315625,GARCH-t+ACI
2025-05-07,BTC,0.01,0.009414999999999556,GARCH-t+ACI
2025-05-10,BTC,0.025,0.0233125,GARCH-t+ACI
2025-05-12,BTC,0.01,0.009439999999999555,GARCH-t+ACI
2025-05-15,BTC,0.025,0.02346875,GARCH-t+ACI
2025-05-17,BTC,0.01,0.009464999999999554,GARCH-t+ACI
2025-05-20,BTC,0.025,0.023625,GARCH-t+ACI
2025-05-22,BTC,0.01,0.009489999999999553,GARCH-t+ACI
2025-05-25,BTC,0.025,0.02378125,GARCH-t+ACI
2025-05-27,BTC,0.01,0.009514999999999552,GARCH-t+ACI
2025-05-30,BTC,0.025,0.0239375,GARCH-t+ACI
2025-06-01,BTC,0.01,0.00953999999999955,GARCH-t+ACI
2025-06-04,BTC,0.025,0.02409375,GARCH-t+ACI
2025-06-06,BTC,0.01,0.00956499999999955,GARCH-t+ACI
2025-06-09,BTC,0.025,0.02425,GARCH-t+ACI
2025-06-11,BTC,0.01,0.009589999999999549,GARCH-t+ACI
2025-06-14,BTC,0.025,0.02440625,GARCH-t+ACI
2025-06-16,BTC,0.01,0.009614999999999548,GARCH-t+ACI
2025-06-19,BTC,0.025,0.0245625,GARCH-t+ACI
2025-06-21,BTC,0.01,0.009639999999999547,GARCH-t+ACI
2025-06-24,BTC,0.025,0.02471875,GARCH-t+ACI
2025-06-26,BTC,0.01,0.009664999999999545,GARCH-t+ACI
2025-06-29,BTC,0.025,0.024875,GARCH-t+ACI
2025-07-01,BTC,0.01,0.009689999999999544,GARCH-t+ACI
2025-07-04,BTC,0.025,0.02503125,GARCH-t+ACI
2025-07-06,BTC,0.01,0.009714999999999543,GARCH-t+ACI
2025-07-09,BTC,0.025,0.0251875,GARCH-t+ACI
2025-07-11,BTC,0.01,0.009739999999999542,GARCH-t+ACI
2025-07-14,BTC,0.025,0.02534375,GARCH-t+ACI
2025-07-16,BTC,0.01,0.009764999999999541,GARCH-t+ACI
2025-07-19,BTC,0.025,0.025500000000000002,GARCH-t+ACI
2025-07-21,BTC,0.01,0.00978999999999954,GARCH-t+ACI
2025-07-24,BTC,0.025,0.025656250000000002,GARCH-t+ACI
2025-07-26,BTC,0.01,0.00981499999999954,GARCH-t+ACI
2025-07-29,BTC,0.025,0.025812500000000002,GARCH-t+ACI
2025-07-31,BTC,0.01,0.009839999999999538,GARCH-t+ACI
2025-08-03,BTC,0.025,0.025968750000000002,GARCH-t+ACI
2025-08-05,BTC,0.01,0.009864999999999537,GARCH-t+ACI
2025-08-08,BTC,0.025,0.026125000000000002,GARCH-t+ACI
2025-08-10,BTC,0.01,0.009889999999999536,GARCH-t+ACI
2025-08-13,BTC,0.025,0.026281250000000003,GARCH-t+ACI
2025-08-15,BTC,0.01,0.009914999999999535,GARCH-t+ACI
2025-08-18,BTC,0.025,0.0251875,GARCH-t+ACI
2025-08-20,BTC,0.01,0.009939999999999534,GARCH-t+ACI
2025-08-23,BTC,0.025,0.02534375,GARCH-t+ACI
2025-08-25,BTC,0.01,0.009964999999999533,GARCH-t+ACI
2025-08-28,BTC,0.025,0.025500000000000002,GARCH-t+ACI
2025-08-30,BTC,0.01,0.009989999999999532,GARCH-t+ACI
2025-09-02,BTC,0.025,0.025656250000000002,GARCH-t+ACI
2025-09-04,BTC,0.01,0.010014999999999531,GARCH-t+ACI
2025-09-07,BTC,0.025,0.025812500000000002,GARCH-t+ACI
2025-09-09,BTC,0.01,0.01003999999999953,GARCH-t+ACI
2025-09-12,BTC,0.025,0.025968750000000002,GARCH-t+ACI
2025-09-14,BTC,0.01,0.01006499999999953,GARCH-t+ACI
2025-09-17,BTC,0.025,0.026125000000000002,GARCH-t+ACI
2025-09-19,BTC,0.01,0.010089999999999528,GARCH-t+ACI
2025-09-22,BTC,0.025,0.026281250000000003,GARCH-t+ACI
2025-09-24,BTC,0.01,0.010114999999999527,GARCH-t+ACI
2025-09-27,BTC,0.025,0.0251875,GARCH-t+ACI
2025-09-29,BTC,0.01,0.010139999999999526,GARCH-t+ACI
2025-10-02,BTC,0.025,0.02534375,GARCH-t+ACI
2025-10-04,BTC,0.01,0.010164999999999525,GARCH-t+ACI
2025-10-07,BTC,0.025,0.025500000000000002,GARCH-t+ACI
2025-10-09,BTC,0.01,0.010189999999999524,GARCH-t+ACI
2025-10-12,BTC,0.025,0.02440625,GARCH-t+ACI
2025-10-14,BTC,0.01,0.009714999999999523,GARCH-t+ACI
2025-10-17,BTC,0.025,0.0245625,GARCH-t+ACI
2025-10-19,BTC,0.01,0.009739999999999522,GARCH-t+ACI
2025-10-22,BTC,0.025,0.02471875,GARCH-t+ACI
2025-10-24,BTC,0.01,0.00976499999999952,GARCH-t+ACI
2025-10-27,BTC,0.025,0.024875,GARCH-t+ACI
2025-10-29,BTC,0.01,0.00978999999999952,GARCH-t+ACI
2025-11-01,BTC,0.025,0.02503125,GARCH-t+ACI
2025-11-03,BTC,0.01,0.009814999999999519,GARCH-t+ACI
2025-11-06,BTC,0.025,0.0239375,GARCH-t+ACI
2025-11-08,BTC,0.01,0.009839999999999518,GARCH-t+ACI
2025-11-11,BTC,0.025,0.02409375,GARCH-t+ACI
2025-11-13,BTC,0.01,0.009864999999999517,GARCH-t+ACI
2025-11-16,BTC,0.025,0.023,GARCH-t+ACI
2025-11-18,BTC,0.01,0.009889999999999515,GARCH-t+ACI
2025-11-21,BTC,0.025,0.02190625,GARCH-t+ACI
2025-11-23,BTC,0.01,0.009914999999999514,GARCH-t+ACI
2025-11-26,BTC,0.025,0.0220625,GARCH-t+ACI
2025-11-28,BTC,0.01,0.009939999999999513,GARCH-t+ACI
2025-12-01,BTC,0.025,0.020968749999999998,GARCH-t+ACI
2025-12-03,BTC,0.01,0.009964999999999512,GARCH-t+ACI
2025-12-06,BTC,0.025,0.021124999999999998,GARCH-t+ACI
2025-12-08,BTC,0.01,0.009989999999999511,GARCH-t+ACI
2025-12-11,BTC,0.025,0.021281249999999998,GARCH-t+ACI
2025-12-13,BTC,0.01,0.01001499999999951,GARCH-t+ACI
2025-12-16,BTC,0.025,0.021437499999999998,GARCH-t+ACI
2025-12-18,BTC,0.01,0.01003999999999951,GARCH-t+ACI
2025-12-21,BTC,0.025,0.02159375,GARCH-t+ACI
2025-12-23,BTC,0.01,0.010064999999999508,GARCH-t+ACI
2025-12-26,BTC,0.025,0.02175,GARCH-t+ACI
